Front	Back	Tags
correlate	[ˈkɔrəˌleɪt] <br>.相互关联，和··...相关 adj.相关的，关连的 n.相关的人（物） <br><br>【助记】 cor（共同的）十relate（有关）→互相关联	红宝书 基础词 Unit23
correspond	[ˌkɔrəˈspɑnd] vi. <br><br>【助记】 cor（共同）十respond（反应）→共鸣→相符合	红宝书 基础词 Unit23
correspondence	[ˌkɔrəˈspɑndəns] <br>通信，信件；符合，一致 相类似；通信 <br><br>【助记】 correspond（通信）+ence（名词后级→通信	红宝书 基础词 Unit23
correspondent	[ˌkɔrəˈspɑndənt] <br>通信者，通讯员，记者 <br><br>【助记】 correspond（通信）十ent（名词后缀示人）→通信者	红宝书 基础词 Unit23
corrode	[kəroʊd] <br>（渐渐）损害，（一点一点地）损伤；腐侵蚀	红宝书 基础词 Unit23
corrupt	[kərəpt] <br>adj.堕落的，腐败的，贪赃舞 使堕落，腐蚀；向··...行贿 <br><br>【助记】 cor（整个）十rupt（打破）→人格整个打破→堕落的	红宝书 基础词 Unit23
dive	[daɪv] <br>vi.潜水，跳水 n.潜水，跳水；俯冲	红宝书 基础词 Unit23
divine	[dɪˈvaɪn] <br>adj.神的，神圣的；极好的，可爱的等 .猜测；占卜，预测 n.神学家，圣职人员，牧师	红宝书 基础词 Unit23
divorce	[dɪˈvɔrs] <br>n.离婚，离异；断绝关系，分离 ut.与（某人）离婚；（使）分离，脱离 <br><br>【助记】 di（二）十vorce（形似voice“声音，意见→两种不同的意见会导致→离婚	红宝书 基础词 Unit23
dizzy	[ˈdɪzi] <br>头晕目眩的，眩晕的；使人眩晕的	红宝书 基础词 Unit23
evoke	[ɪˈvoʊk] <br>引起或唤起（感情、记忆等）；产生或起（回应、反应等）	红宝书 基础词 Unit23
exceed	[ɪkˈsid] v. <br><br>【助记】 ex（超出）十ceed（行）→超越而行→超过超过，胜过；越出	红宝书 基础词 Unit23
exceedingly	[ɪkˈsidɪŋli] <br>n.[ik'siidigli] adu.超过了头地→极端地极端地，非常 <br><br>【助记】 exceed（超过）十ing十ly（副词后缀）→	红宝书 基础词 Unit23
excel	[ɪkˈsɛl] v. <br>虫，擅长；胜过过去，超过，优于	红宝书 基础词 Unit23
except	[ɪkˈsɛpt] <br>除.…..…·之外	红宝书 基础词 Unit23
exception	[ɪkˈsɛpʃən] <br><br>【助记】 except（除.....之外）+ion（名词后缀）→除外例外，除外	红宝书 基础词 Unit23
exceptional	[ɪkˈsɛpʃənəl] <br><br>【助记】 exception（例外）十al（形容词后缀）一例外的例外的，异常的，不寻常	红宝书 基础词 Unit23
excerpt	[ˈɛksərpt] <br><br>【助记】 ex（外）十cerpt（拿）→把书里的内容拿到外面来→摘录，摘要CS一部小说、电影、乐曲等的节录，摘要	红宝书 基础词 Unit23
excess	[ˈɛkˌsɛs] <br>[ikses]n.超越，超过；过量，过多，过度 [ekses]adj.过量的，过多的，超额的 <br><br>【助记】 ex（以外，超出）十cess（行）→超出限度的行为→过度，超越	红宝书 基础词 Unit23
gum	[gəm] <br>ot. 树胶，胶水；口香糖 <br><br>【助记】 gut（胆量）大的guy（家伙）把gum（口 香糖）当gun（枪炮）	红宝书 基础词 Unit23
gun	[gən] <br>枪，炮	红宝书 基础词 Unit23
gut	[gət] <br>n.（pl.）（腹腔的）内脏；勇气与决心，胆量；肠，消化道的下段；（pl.）饭量大的人 ut.取出内脏；毁坏（建筑物、房间等）的内部 adj.本能的，非理性的	红宝书 基础词 Unit23
interim	[ˈɪnərəm] <br>n.在其间，在其时 adj.暂时的，临时的	红宝书 基础词 Unit23
intermediate	[ˌɪnərˈmidiɪt] <br>adj.中间的，居间的；中级的 n.中间体，媒介物 <br><br>【助记】 inter（在.…...之间）十medi（中间）十 ate（形容词兼名词后缀）→中间的	红宝书 基础词 Unit23
intermittent	[ˌɪntərˈmɪtənt] <br>间歇的，断断续续的 <br><br>【助记】 inter（在....之间）+mit（投）+t+ent（形容词后缀）→在断续间投入的→间歇的	红宝书 基础词 Unit23
interrupt	[ˌɪntərˈəpt] vt. <br>中断，遮断，阻碍；打断（话），打扰 <br><br>【助记】 inter（在.....之间，互相）十rupt（断裂）→从两者之间断裂→中断	红宝书 基础词 Unit23
intersection	[ˌɪntərˈsɛkʃən] <br>inter（在......之间，互相）+section（截面）→两者之间的截面一交叉点 <br><br>【助记】 D十字路口，交叉点；相交，横断	红宝书 基础词 Unit23
interval	[ˈɪntərvəl] <br>inter（在......之间）+v+al（名词后缀）→在断续间→间歇 间隔，间歇；（幕间等）休息	红宝书 基础词 Unit23
interview	[ˈɪntərvˌju]	红宝书 基础词 Unit23
loyal	[lɔɪəl] <br>忠诚的，忠贞的 →面试 n.接见，会见；采访；面试	红宝书 基础词 Unit23
loyalty	[ˈlɔɪəlti] <br><br>【助记】 loyal（忠诚的）+ty（名词后缀）→忠诚忠诚，忠心	红宝书 基础词 Unit23
lubricate	[ˈlubrɪˌkeɪt] vt. <br><br>【助记】 lubric（光滑）十ate（动词后缀，使·→使润滑（使）润滑；使顺畅，促进	红宝书 基础词 Unit23
luck	[lək] <br>运气；好运，饶幸	红宝书 基础词 Unit23
lucky	[ˈləki] <br><br>【助记】 luck（运气）十y（形容词后缀）→幸运的幸运的，侥幸的	红宝书 基础词 Unit23
moist	[mɔɪst] <br><br>【助记】 mist（薄雾）让空气moist（湿润）潮湿的，湿润的	红宝书 基础词 Unit23
moisture	[ˈmɔɪsʧər] <br><br>【助记】 moist（潮湿的）十ure（名词后缀）→潮湿潮湿，湿气，湿度	红宝书 基础词 Unit23
molecule	[ˈmɑləˌkjul] <br>分子	红宝书 基础词 Unit23
momentum	[moʊˈmɛntəm] <br><br>【助记】 monent（动量）十um（构成抽象名词）→动量动力，冲力；势头；动量	红宝书 基础词 Unit23
monarch	[ˈmɑˌnɑrk] <br><br>【助记】 mon（alone独自）十arch（ruler统治者）→君主君主	红宝书 基础词 Unit23
monetary	[ˈmɑnəˌtɛri] <br>金融的，货币的	红宝书 基础词 Unit23
monitor	[ˈmɑnətər] <br>.①n.（学校的）班长；监测器，监控 u监控，监听，监测，监视	红宝书 基础词 Unit23
monster	[ˈmɑnstər] <br>怪物，妖怪	红宝书 基础词 Unit23
monument	[ˈmɑnjəmənt] <br>纪念碑，纪念馆	红宝书 基础词 Unit23
pride	[praɪd] <br>n.自豪；自满，骄傲 u.使自豪，使自夸If you want to live in hapr <br><br>【助记】 他娶了漂亮的bride（新娘），感到 pride（自豪）	红宝书 基础词 Unit23
brit	[brɪt] <br>要想生活得快	红宝书 基础词 Unit23
priest	[prist] <br>教士，神父 红宝书	红宝书 基础词 Unit23
prize	[praɪz] <br>n.奖赏，奖金，奖品 ut.珍视，珍惜 <br><br>【助记】 用大price（价钱）去买prize（奖品）	红宝书 基础词 Unit23
probability	[ˌprɑbəˈbɪləˌti] <br><br>【助记】 prob（试验）十ability（名词后缀）一可能性可能性；概率	红宝书 基础词 Unit23
probable	[ˈprɑbəbəl] <br><br>【助记】 prob（试验）十able（形容词后缀，可能的）一很可能的很可能的，大概的；有希望的iness, you should love your life.lin)Johnson乐，就必须热爱生活。英］约翰逊	红宝书 基础词 Unit23
project	[ˈprɑʤɛkt] v. <br>射；计划，规划；（使）伸出，（使）突出 [prpd3ekt]n.计划，方案；工程，项目	红宝书 必考词 Unit24
profit	[ˈprɑfɪt] <br>u.获利，得益；有益于 n.利润，收益，红利；利益，益处 <br><br>【助记】 pro（向前）十fit（做）→向前做→有好处，益处	红宝书 必考词 Unit24
profitable	[ˈprɑfətəbəl] <br>有利可图的，有益的 <br><br>【助记】 profit（利益）十able（形容词后缀，能···的）→能获取利益的→有利可图的	红宝书 必考词 Unit24
profound	[proʊˈfaʊnd] <br>很深的；深刻的；渊博的，造诣深的 <br><br>【助记】 pro（加强）十found（底，基础）→底下的→很深的	红宝书 必考词 Unit24
progressive	[prəˈgrɛsɪv] <br><br>【助记】 progress（进步）十ive（形容词后缀）→进步的进步的，先进的；逐渐的，愈来愈严重的	红宝书 必考词 Unit24
prohibit	[proʊˈhɪbət] vt. <br>pro（before在.…..前的）+hibit（take拿）一在未经允许前去拿会被→禁止（from）（以法令、规则等）禁止；妨碍	红宝书 必考词 Unit24
prolong	[prəˈlɔŋ] vt. <br><br>【助记】 pro（向前）十long（长）→向前长→延长延长，拉长，拖延	红宝书 必考词 Unit24
prominent	[ˈprɑmənənt] <br><br>【助记】 pro（向前）十min（突出）十ent（形容词后缀）→向前突出→突出的，显著的突起的，凸出的；显著的，显眼的；杰出的，著名的	红宝书 必考词 Unit24
promise	[ˈprɑməs] <br>ut.允许，允诺，答应；有·...可能，预示 n.承诺，诺言；希望，出息	红宝书 必考词 Unit24
promising	[ˈprɑməsɪŋ] <br><br>【助记】 promis（e）（希望）+ing（形容词后缀）→有希望的	红宝书 必考词 Unit24
promote	[prəˈmoʊt] <br>促进，增进；（to）提升，提拔 有希望的，有前途的 <br><br>【助记】 pro（向前）十mote（移动）→向前移→促进，增进	红宝书 必考词 Unit24
prompt	[prɑmpt] <br>adj.敏捷的，迅速的；[商]即时的即付的 ut.促使，推动；引起，激起，导致	红宝书 必考词 Unit24
proof	[pruf] <br>pr n.证据，证明；校样，样张 adj.能抵御的，能经受得住的	红宝书 必考词 Unit24
reservation	[ˌrɛzərˈveɪʃən] <br>保留，保留意见；预定，预订 <br><br>【助记】 reserv（e）（保留）十ation（名词后缀）保留	红宝书 必考词 Unit24
reserve	[rɪˈzərv] <br>ut.保留，储备；预订，订购 n.储备（物）.储藏量，储备金；保用地，自然保护区	红宝书 必考词 Unit24
resist	[rɪˈzɪst] <br>抵抗，反抗；忍得住，抵制 <br><br>【助记】 re（back背）十sist（stand站）一背对站着→抵抗	红宝书 必考词 Unit24
resistance	[rɪˈzɪstəns] <br>（to）抵抗，反抗；抵抗力，阻力；电阻 <br><br>【助记】 resist（抵抗）十ance（名词后缀）抵抗	红宝书 必考词 Unit24
resistant	[rɪˈzɪstənt] <br>抵抗的，有抵抗力的 <br><br>【助记】 resist（抵抗）十ant（形容词后缀）→抗的	红宝书 必考词 Unit24
resilient	[rɪˈzɪljənt] <br>可迅速恢复的，有适应力的；（物质）弹性（或弹力）的，能复原的	红宝书 必考词 Unit24
resort	[rɪˈzɔrt]	红宝书 必考词 Unit24
resource	[ˈrisɔrs] <br>资源，财力；办法，智谋 n.常去之地，胜地；求助对象；采用 的手段（或方法）	红宝书 必考词 Unit24
respect	[rɪˈspɛkt] <br>ut.尊敬，尊重 n.尊敬，尊重；（pl.）敬意，问候u: <br><br>【助记】 re（强调）十spect（看）一重视的看→尊重	红宝书 必考词 Unit24
respective	[rɪˈspɛktɪv] <br><br>【助记】 respect（尊重)十ive（形容词后缀）→尊重是每个人应该做的→各自的各自的，各个的	红宝书 必考词 Unit24
respond	[rɪˈspɑnd] vi. <br><br>【助记】 re（back回）+spond（promise允诺）→回应允诺→回答回答，答复；（to）响应	红宝书 必考词 Unit24
response	[rɪˈspɑns] <br><br>【助记】 re（回）十spons（=spond）（允诺）十e（词尾）→回应允诺→回答U.反应，响应；回答，回音	红宝书 必考词 Unit24
responsibility	[riˌspɑnsəˈbɪləti] <br>责任，责任心；职责，任务 <br><br>【助记】 respons（e）（回答）十ibility（名词后缀）→回答问题要负责任→责任	红宝书 必考词 Unit24
responsible	[riˈspɑnsəbəl] <br>respons（e）（回答）+ible（形容词后j.缀）→回答问题是要负责任的→应负责任的（for，to）应负责的；可靠的，可信赖的；责任重大的	红宝书 必考词 Unit24
succeed	[səkˈsid] v. <br>1:达到目的，成功，有作为；接替，继任，继承o:t	红宝书 必考词 Unit24
success	[səkˈsɛs] <br>99	红宝书 必考词 Unit24
successful	[səkˈsɛsfəl] <br>达到目的的，有成效的，获得成功的 目的） 成功，胜利，成名；成功的人（或事物） <br><br>【助记】 success（成功）十ful（形容词后缀）获得成功的	红宝书 必考词 Unit24
succession	[səkˈsɛʃən] <br>连续，一系列；接替，继承 <br><br>【助记】 success（成功）十ion（名词后缀）一功是不断努力的结果→连续	红宝书 必考词 Unit24
successive	[səkˈsɛsɪv] <br>连接的，连续的 <br><br>【助记】 success（成功）十ive（形容词后缀）一成是不断努力的结果→连续的	红宝书 必考词 Unit24
successor	[səkˈsɛsər] <br><br>【助记】 success（成功）十or（后缀表示人）一夺遗产的胜利者→继承人继承人，接替人	红宝书 必考词 Unit24
suck	[sək] <br>吸，吮 <br><br>【助记】 tuck（塞进）笼里的duck（鸭子）luc （饶幸）suck（吸）到了水	红宝书 必考词 Unit24
sue	[su] <br>控告，起诉；请求，祈求 <br><br>【助记】 due（欠款的）人被sue（起诉）	红宝书 必考词 Unit24
suffer	[ˈsəfər] <br>（from）受痛苦，受折磨患病；遭受，受，忍耐	红宝书 必考词 Unit24
suffice	[səˈfaɪs] <br>足够，有能力，使满足	红宝书 必考词 Unit24
sufficient	[səˈfɪʃənt] <br>（for）足够的，充分的 <br><br>【助记】 suffic（e）（足够）十ient（形容词后缀→足够的	红宝书 必考词 Unit24
suggest	[səˈʤɛst]	红宝书 必考词 Unit24
suggestion	[səˈʤɛsʧən] <br>建议，提议；联想，暗示 红宝书 建议，提出；使想起来，暗示 <br><br>【助记】 suggest（建议）十ion（名词后缀）→建议	红宝书 必考词 Unit24
suicide	[ˈsuɪˌsaɪd] <br>自杀，自杀案件	红宝书 必考词 Unit24
suit	[sut] <br>ut.合适，适合；对………·方便中.……··的意 n.一套衣服，一套西服；起诉，诉讼	红宝书 必考词 Unit24
suitable	[ˈsutəbəl] <br>（for）合适的，适宜的 <br><br>【助记】 suit（合适）十able（形容词后缀）→合适的	红宝书 必考词 Unit24
super	[ˈsupər] <br>极好的，超级的	红宝书 必考词 Unit24
superb	[sʊˈpərb] <br>极好的，一流的，杰出的，高质量的	红宝书 必考词 Unit24
superficial	[ˌsupərˈfɪʃəl] <br>表面的；肤浅的 <br><br>【助记】 super（超级的，上方）十fic（fac的变 体）（面）十ial（形容词后缀）→在上面的→表面的	红宝书 必考词 Unit24
superfluous	[ˈsupərflˌwəs] <br>过多的，剩余的，多余的 <br><br>【助记】 super（超级的）十flu（流）十ous（形容词后缀）一流出超级多的→多余的	红宝书 必考词 Unit24
superior	[suˈpɪriər] <br>adj.优良的，卓越的；（to）较……..…多的，优于.….…的②n.上级，长官 <br><br>【助记】 super（超级的，上方）十ior（形容词后缀）→卓越的	红宝书 必考词 Unit24
superiority	[ˌsupɪriˈɔrɪti] <br><br>【助记】 superior（优良的）十ity（名词后缀）一优越优越，优势	红宝书 必考词 Unit24
supervise	[ˈsupərˌvaɪz] <br><br>【助记】 super（超级的，上方）+vise（see看）→在上面看→监督监督，管理，指导	红宝书 必考词 Unit24
trigger	[ˈtrɪgər] <br>n.扳机②ut.引发，引起，触发	红宝书 必考词 Unit24
triumph	[traɪəmf] <br>n.胜利，非凡的成功，杰出的成就；喜悦，狂喜②v.（over）战胜	红宝书 必考词 Unit24
assure	[əˈʃʊr] vt. <br>使确信，使放心；担保，保证	红宝书 必考词 Unit24
assurance	[əˈʃʊrəns] <br>保证；把握，信心；（人寿）保险 <br><br>【助记】 assur（e）（保证）十ance（名词后缀）一保证	红宝书 必考词 Unit24
astonish	[əˈstɑnɪʃ] vt. <br>使惊讶	红宝书 必考词 Unit24
atmosphere	[ˈætməsˌfɪr] <br>大气（层），空气；气氛，环境；大气压（压力单位） <br><br>【助记】 atmo（vapor气体）十sphere（ball球体）一围绕球体的气体→大气（层），空气	红宝书 必考词 Unit24
council	[ˈkaʊnsəl] <br>理事会，委员会	红宝书 必考词 Unit24
counsel	[ˈkaʊnsəl] <br><br>【助记】 我们应该接受council（委员会）的	红宝书 必考词 Unit24
counsel	[ˈkaʊnsəl] <br>n.劝告，忠告②ut.劝告，忠告	红宝书 必考词 Unit24
drama	[ˈdrɑmə] <br>剧本，戏剧；戏剧性事件或场面	红宝书 必考词 Unit24
dramatic	[drəˈmætɪk] <br>Adversity is thefirstroute te逆境是达到真理的第一	红宝书 必考词 Unit24
exploit	[ˌɛkˈsplɔɪt] n. <br>或事迹 [ik'sploit]ut.开发，开采，开拓；利用；剥削 剧的 戏剧（性）的，剧烈的	红宝书 必考词 Unit24
explore	[ɪkˈsplɔr] vt. <br><br>【助记】 explore（勘探）是为了exploit（开发）勘探，探测；探究，探索，探讨，调查研究	红宝书 必考词 Unit24
intellectual	[ˌɪnəˈlɛkʧuəl] <br>n.知识分子②adj.知识的，智力的 <br><br>【助记】 intellect（智力）十ual（形容词后缀）→智力的	红宝书 必考词 Unit24
intelligence	[ˌɪnˈtɛləʤəns] <br>intel（inter的变体）（在.…..之间）+lig间做选择→聪明 智力，聪明；理解力；情报，消息，报道 <br><br>【助记】 （选）十ence（名词后缀）→能在事物之	红宝书 必考词 Unit24
intelligent	[ˌɪnˈtɛləʤənt] <br>intel（inter的变体）（在…...之间）+lig之间做选择的一聪明的》聪明的，明智的 <br><br>【助记】 （选）十ent（形容词后缀）→能在事：物	红宝书 必考词 Unit24
intelligible	[ˌɪnˈtɛləʤəbəl] <br><br>【助记】 intel(inter的变体）（在...之间）十lig（选）+ible（形容词后缀，表示能.....·的）一能在事物之间做选择的一清楚的可理解的，明白易懂的，清楚的truth.（Britain)Byron条道路。--[英]拜伦	红宝书 必考词 Unit24
stoop	[stup] <br>vi.俯身，弯腰；屈尊，屈从；自贬，堕落 n.俯身，弯腰 本单元重点 <br><br>【助记】 她stop（停下来）stoop（弯腰）去捡东西	红宝书 基础词 Unit24
storm	[stɔrm] <br>n.风暴，暴风雨，暴风雪；阵发，爆发进发 v.暴怒，大发雷霆；猛攻，直捣	红宝书 基础词 Unit24
strand	[strænd] <br>n.（线、绳等的）股；绞；缕；（观点、计划、故事等的）部分，方面 .使滞留；使搁浅	红宝书 基础词 Unit24
strange	[streɪnʤ] <br>奇怪的，奇异的；陌生的，生疏的	红宝书 基础词 Unit24
stranger	[ˈstreɪnʤər] <br>陌生人，生客；外地人，外乡人	红宝书 基础词 Unit24
strap	[stræp] <br>n.带，皮带 ut.用带子系、扎、捆绑···…	红宝书 基础词 Unit24
straw	[strɔ] <br>稻草，麦秆；吸管	红宝书 基础词 Unit24
stream	[strim] <br>n.小河，溪流；一股，一连串 .流，淌，流出，涌出	红宝书 基础词 Unit24
streamline	[ˈstrimˌlaɪn] v.	红宝书 基础词 Unit24
trial	[traɪəl] <br>审讯，试验，考验 打碎，打破） 申为“海员”） 使（某物）成流线型，使（某物）效率更 高；作用更大	红宝书 基础词 Unit24
triangle	[ˈtraɪˌæŋgəl] <br><br>【助记】 tri（三个）十angle（角）→三角形三角形；三角关系（尤指男女间的）	红宝书 基础词 Unit24
tribe	[traɪb] <br>部落，家族；族，类	红宝书 基础词 Unit24
tribute	[ˈtrɪbjut] <br>贡品；颂词，称赞；礼物	红宝书 基础词 Unit24
trick	[trɪk] <br>n.诡计，骗局；花招；技巧，窍门；戏弄，恶作剧 ut.哄骗，欺诈	红宝书 基础词 Unit24
trifle	[ˈtraɪfəl] <br>n.琐事，小事；少量，少许 u.开玩笑，小看；（with）戏弄，玩弄；(away)浪费 <br><br>【助记】 为了一件trifle（小事）他就拿起了 rifle（步枪）	红宝书 基础词 Unit24
trim	[trɪm] <br>adj.整齐的，整洁的；苗条的，修长的 <br><br>【助记】 把杯子rim（周缘）清洗trim（整洁）	红宝书 基础词 Unit24
trip	[trɪp] <br>n.旅行，旅游；失足，失误 u.（on，over）绊倒；使失误，使犯错误；(up)使绊倒；使失误，使失败 红宝 ~.整理，修理，装饰；调整，削减 n.整齐，整洁；调整，准备；修剪	红宝书 基础词 Unit24
triple	[ˈtrɪpəl] <br>adj.三倍的，三重的，三部分的，三方的 v.使增至三倍 <br><br>【助记】 tri（三）+ple（形容词后缀）→三倍的	红宝书 基础词 Unit24
worldwide	[ˈwərldˈwaɪd] <br>adj.全世界的，世界范围的 adu.遍及世界各地 <br><br>【助记】 world（世界）十wide（宽的）→世界范围的	红宝书 基础词 Unit24
worm	[wərm] <br>虫，蠕虫；可怜虫，小人物	红宝书 基础词 Unit24
worry	[ˈwəri] <br>v.烦恼，担心；对·….·.感到烦恼，对.·.··发愁 n.烦恼，焦虑，担忧	红宝书 基础词 Unit24
worse	[wərs] <br>adj.更坏的，更差的 adu.更坏，更差	红宝书 基础词 Unit24
wound	[wund] <br>n.创伤，伤口②ut.使受伤，伤害 <br><br>【助记】 他would（总是）wound（伤害）我	红宝书 基础词 Unit24
wrap	[ræp] <br>n.披肩，围巾 v.包，裹；覆盖，遮蔽 <br><br>【助记】 妈妈rap（责备）我把她的wrap（围巾） 掉进了trap（陷阱）里	红宝书 基础词 Unit24
wreck	[rɛk] <br>n.失事，遇难；失事船（或飞机）；残骸；破坏，毁坏 ut.（船等）失事，遇难；破坏，毁坏	红宝书 基础词 Unit24
breast	[brɛst] <br>胸脯，乳房	红宝书 基础词 Unit24
breath	[brɛθ] <br>呼吸，气息	红宝书 基础词 Unit24
breathe	[brið] v. <br>呼吸，吸人	红宝书 基础词 Unit24
breeze	[briz] <br>微风	红宝书 基础词 Unit24
bribe	[braɪb] <br>n.贿赂 .向···行贿，收买，买通	红宝书 基础词 Unit24
bridge	[brɪʤ] <br>n.桥（梁）；桥牌 .架桥，建桥	红宝书 基础词 Unit24
bright	[braɪt] <br>adj.发光的，反光的，明亮的；鲜明的，晴朗的；愉快的，高兴的，美好的 adu.光明地，明亮地	红宝书 基础词 Unit24
brilliant	[ˈbrɪljənt] <br>光辉的，灿烂的；有才华的，卓越的 <br><br>【助记】 brill（emit发出）十i十ant（形容词后缀）→能发出光的一光辉的，灿烂的	红宝书 基础词 Unit24
bring	[brɪŋ] <br>带来，拿来；引起，导致	红宝书 基础词 Unit24
couple	[ˈkəpəl] <br>n.（一）对，（一）双；夫妇，情侣 u.连接，结合	红宝书 基础词 Unit24
coupon	[ˈkuˌpɔn] <br>优待券；订货单，参赛表	红宝书 基础词 Unit24
courage	[kərɪʤ] <br>勇气，胆量	红宝书 基础词 Unit24
course	[kɔrs] <br>课程，科目；过程，进程；航线，路线；(一)道菜	红宝书 基础词 Unit24
cow	[kaʊ] <br>n.母牛（尤指奶牛）	红宝书 基础词 Unit24
coward	[kaʊərd] <br>懦夫，胆怯者 <br><br>【助记】 steward（管家）是coward（懦夫）	红宝书 基础词 Unit24
downtown	[ˈdaʊnˈtaʊn] <br>adu.在（或往）城市的商业区，在市中心 adj.城市商业区的，市区的 <br><br>【助记】 down（向下，直到）十town（集镇，城镇的）商业区→在城市的商业区	红宝书 基础词 Unit24
down	[daʊn] <br>adu.向下；（to）直到；下降；处于低落状态 adj.向下的，下行的 prep.顺......而下	红宝书 基础词 Unit24
downward	[ˈdaʊnwərd] <br>adu.向下，往下 adj.向下的，下坡的 <br><br>【助记】 down（向下）十ward（后缀，表示方向）→向下	红宝书 基础词 Unit24
doze	[doʊz] <br>打瞌睡，打盹儿 <br><br>【助记】 全班有dozen（十二个）人doze（打瞌睡）	红宝书 基础词 Unit24
drag	[dræg] v. <br>拖延，磨蹭	红宝书 基础词 Unit24
dragon	[ˈdrægən] <br>龙；凶恶的人，悍妇 <br><br>【助记】 dragon（龙）王在龙宫里drag（磨磨蹭蹭）	红宝书 基础词 Unit24
drain	[dreɪn] <br>.慢慢排去；渐渐耗尽，使逐渐消失 n.排水沟，阴沟；流尽，用光	红宝书 基础词 Unit24
drastic	[ˈdræstɪk] <br>激烈的，猛烈的；烈性的；严厉的	红宝书 基础词 Unit24
draw	[drɔ] <br>u.（drew，drawn）拉；抽出，拔出提取；引出，得出；（to，toward）挨近；画（画） <br><br>【助记】 draw（抽出）raw（未加工的）木材放在 ward（病房）	红宝书 基础词 Unit24
drawback	[ˈdrɔˌbæk] <br><br>【助记】 draw（拉）十back（向后面）→把人拖向后的一缺点欠缺，缺点	红宝书 基础词 Unit24
drawer	[drɔr] <br>n. [dr:a（r）]开票人，出票人；绘图员 [dro:(r)]抽屉	红宝书 基础词 Unit24
drawing	[drɔɪŋ] <br><br>【助记】 draw（画）十ing（后缀）→绘图绘图，图样	红宝书 基础词 Unit24
exhibit	[ɪgˈzɪbɪt] <br>ut.展出，陈列；表示，显示 n.展览品，陈列品	红宝书 基础词 Unit24
exhibition	[ˌɛksəˈbɪʃən] <br><br>【助记】 exhibit（展览）十ion（名词后缀）→展览会展览会；陈列，展览	红宝书 基础词 Unit24
exile	[ˈɛkˌsaɪl] <br>n.流放，放逐，充军；长期离国或离家；流亡 ut.放逐某人使充军，发配	红宝书 基础词 Unit24
exit	[ˈɛksət] <br>n.出口，通道；退场，退出 vi.退出，离去 <br><br>【助记】 exist（生活）在exit（通道）里，务必要去掉“s”	红宝书 基础词 Unit24
forum	[ˈfɔrəm] <br><br>【助记】 forum（讨论会）去掉“u”后的form（形式）最好论坛，讨论会	红宝书 基础词 Unit24
forward	[ˈfɔrwərd] <br>adu.向前，前进 adj.向前的，前部的；进步的 ut.转交，转递 <br><br>【助记】 for（前面）十ward（后缀，表示方向）→朝前面方向→向前	红宝书 基础词 Unit24
foster	[ˈfɑstər] <br>ut.培养，培育；领养，收养，照顾 n.养育者，鼓励者 红宝	红宝书 基础词 Unit24
foul	[faʊl] <br>adj.难闻的，污秽的；不愉快的，可怕的；无礼的，充满脏话的；暴风雨的，恶劣的；（指动作）犯规的，不正当的；（指烟卤、管道的）不通畅的，阻塞的 n.（比赛中的）犯规行为 ut.弄脏，污染 <br><br>【助记】 这fool（傻子）身上很foul（难闻）	红宝书 基础词 Unit24
foundation	[faʊnˈdeɪʃən] <br>基础，根本；地基；基金，基金会 <br><br>【助记】 found（基础）十ation（名词后缀）→基础	红宝书 基础词 Unit24
fountain	[ˈfaʊntən] <br>泉水，喷泉，源泉	红宝书 基础词 Unit24
fraction	[ˈfrækʃən] <br>碎片，小部分，一点儿；分数 <br><br>【助记】 fract（打破）十ion（名词后缀）→被打破成一片一片的→碎片，小部分	红宝书 基础词 Unit24
fracture	[ˈfrækʧər] <br><br>【助记】 fract（打破）十ure（名词后缀，表示结果）一裂缝Where does dignity come fr	红宝书 基础词 Unit24
ancient	[ˈeɪnʧənt] <br>没有诚实，[古罗	红宝书 基础词 Unit24
fragile	[ˈfræʤəl] <br>易受伤害的，易碎的；不强健的，弱的 <br><br>【助记】 frag（打碎）十ile（形容词后缀，表示易····的）→易碎的	红宝书 基础词 Unit24
fragment	[ˈfrægmənt] <br><br>【助记】 frag（打碎）十ment（名词后缀）→打碎→碎片碎片；片断	红宝书 基础词 Unit24
fragrant	[ˈfreɪgrənt] <br>香的；令人愉快的	红宝书 基础词 Unit24
mortal	[ˈmɔrtəl] <br>n.凡人 adj.致命的；终有一死的；凡人的，世间的 <br><br>【助记】 在有moral（道德的）中间加“t”是 mortal（致命的）	红宝书 基础词 Unit24
mortgage	[ˈmɔrgɪʤ] <br>ut.抵押（借款）②n.抵押（借款）	红宝书 基础词 Unit24
mosaic	[moʊˈzeɪɪk] <br>音“马赛克”马赛克；镶嵌体m if thereis no honesty?me) Cicero可来剪严？马西塞罗	红宝书 基础词 Unit24
twist	[twɪst] <br>v.捻，搓，绞，拧；曲解，歪曲 n.拧，捻，搓，绞；曲解，歪曲 本单元重点	红宝书 必考词 Unit25
trivial	[ˈtrɪviəl] <br>琐碎的，不重要的，无价值的 <br><br>【助记】 trivia（琐事）+l（看做形容词后缀al琐事的一琐碎的	红宝书 必考词 Unit25
try	[traɪ] <br>试图，努力，尝试；试用，试验；审讯，审理	红宝书 必考词 Unit25
tumble	[ˈtəmbəl] <br>.跌倒，滚下；（价格等）暴跌，（利、地位等）急剧下降；打滚，翻滚 n.摔倒，跌跤；暴跌，下降	红宝书 必考词 Unit25
